Ranking,Institution,Year
93,University of California - Irvine,2014
94,Humboldt University of Berlin,2014
95,University of Rochester,2014
96,University Pierre et Marie Curie (Paris VI),2014
97,University of Colorado at Boulder,2014
98,University of Groningen,2014
98,University of Maastricht,2014
100,University of Helsinki,2014
100,University of York,2014
102,Royal Holloway - University of London,2014
103,Stockholm University,2014
103,University of Arizona,2014
103,Rutgers - The State University of New Jersey,2014
106,University of Montreal,2014
106,Eindhoven University of Technology,2014
108,University of Maryland at College Park,2014
109,University of Alberta,2014
109,Chinese University of Hong Kong,2014
111,Uppsala University,2014
112,University of Sheffield,2014
112,University of Virginia,2014
114,University of New South Wales,2014
114,University Paris Sud (Paris XI),2014
114,Queen Mary - University of London,2014
117,Technical University of Denmark,2014
117,KTH - Royal Institute of Technology,2014
117,University of Glasgow,2014
117,University of St. Andrews,2014
121,University of Sussex,2014
121,University of Zurich,2014
123,Lund University,2014
124,University of Geneva,2014
125,Tokyo Institute of Technology,2014
126,University of Cape Town,2014
126,Dartmouth College,2014
128,University of Florida,2014
129,Trinity College Dublin,2014
129,RWTH Aachen University,2014
131,Radboud University of Nijmegen,2014
132,University of Lausanne,2014
132,Indiana University at Bloomington,2014
132,University of Massachusetts (System),2014
135,Boston College,2014
136,University of California - Santa Cruz,2014
137,University of Lancaster,2014
138,Aarhus University,2014
139,University of Leeds,2014
139,Colorado School of Mines,2014
141,University of Warwick,2014
142,National Taiwan University,2014
143,University of Utah,2014
144,Osaka University,2014
144,VU University Amsterdam,2014
146,University of Southampton,2014
146,Arizona State University,2014
148,University of Exeter,2014
148,University of California - Riverside,2014
150,University of Copenhagen,2014
150,Tohoku University,2014
152,University of Freiburg,2014
153,University of Birmingham,2014
154,Karlsruhe Institute of Technology,2014
155,University Joseph Fourier - Grenoble I,2014
156,Ecole Normale Superieure de Lyon,2014
157,University of Bern,2014
157,University of Nottingham,2014
159,Texas A&M University,2014
160,Georgetown University,2014
161,University College Dublin,2014
161,University of Leicester,2014
161,University of Iowa,2014
164,University of Antwerp,2014
164,University Pompeu Fabra,2014
164,University of Auckland,2014
164,Brandeis University,2014
168,University of Western Australia,2014
169,University of Liverpool,2014
170,University of Vienna,2014
170,University of Twente,2014
172,Catholic University of Louvain,2014
172,Yeshiva University,2014
174,University of East Anglia,2014
174,University of Delaware,2014
176,Universite Libre de Bruxelles,2014
176,State University of New York at Buffalo,2014
178,University Denis Diderot (Paris VII),2014
178,State University of New York at Stony Brook,2014
180,Wake Forest University,2014
181,University of Bonn,2014
181,Rensselaer Polytechnic Institute,2014
183,Iowa State University,2014
184,Northeastern University,2014
185,University of Ottawa,2014
185,University of Oslo,2014
185,University of Miami,2014
188,University of Aberdeen,2014
188,University of Texas at Dallas,2014
190,Yonsei University,2014
191,Hebrew University of Jerusalem,2014
191,University of Illinois at Chicago,2014
193,Mines ParisTech,2014
194,University of Reading,2014
194,George Washington University,2014
196,University of Dundee,2014
197,Florida Institute of Technology,2014
198,Newcastle University - Newcastle-upon-Tyne,2014
199,Tel Aviv University,2014
199,Bogazici University,2014
201,University of Innsbruck,2014
201,University of Adelaide,2014
201,Laval University,2014
201,University of Calgary,2014
201,University of Victoria,2014
201,Fudan University,2014
201,University of Science and Technology of China,2014
201,University of Tubingen,2014
201,University of Frankfurt am Main,2014
201,University of Ulm,2014
201,City University of Hong Kong,2014
201,Technion - Israel Institute of Technology,2014
201,University of Trento,2014
201,Nagoya University,2014
201,Tokyo Metropolitan University,2014
201,Korea University,2014
201,University of Bergen,2014
201,Goteborg University,2014
201,Istanbul Technical University,2014
201,Middle East Technical University,2014
201,Birkbeck - University of London,2014
201,Cardiff University,2014
201,St George's - University of London,2014
201,College of William and Mary,2014
201,University of Strasbourg,2014
201,Sungkyunkwan University,2014
226,Vienna University of Technology,2014
226,University of Sao Paulo,2014
226,Queen's University,2014
226,Simon Fraser University,2014
226,University of Waterloo,2014
226,Western University,2014
226,Renmin University of China,2014
226,University of Wurzburg,2014
226,University of Kiel,2014
226,University of Erlangen-Nurnberg,2014
226,Technical University of Darmstadt,2014
226,University of Konstanz,2014
226,University of Munster,2014
226,Autonomous University of Barcelona,2014
226,University of Barcelona,2014
226,Panjab University,2014
226,University of Milan - Bicocca,2014
226,University of Trieste,2014
226,University of Turin,2014
226,Tilburg University,2014
226,University of Otago,2014
226,Moscow State University,2014
226,Bilkent University,2014
226,University of Witwatersrand,2014
226,Tulane University,2014
226,University of Cincinnati,2014
226,Georgia Regents University Augusta,2014
251,Medical University of Vienna,2014
251,University of Newcastle - Australia,2014
251,Vrije Universiteit Brussel,2014
251,Dalhousie University,2014
251,Nanjing University,2014
251,University of Los Andes,2014
251,Technical University of Dresden,2014
251,University of Cologne,2014
251,University of Montpellier II,2014
251,Hong Kong Polytechnic University,2014
251,Sharif University of Technology,2014
251,University of Iceland,2014
251,University of Pavia,2014
251,Norwegian University of Science and Technology,2014
251,Swedish University of Agricultural Sciences,2014
251,National Chiao Tung University,2014
251,National Tsinghua University,2014
251,Brunel University,2014
251,Queen's University Belfast,2014
251,University of Essex,2014
251,University of Nebraska - Lincoln,2014
251,University of South Carolina,2014
276,Macquarie University,2014
276,Queensland University of Technology,2014
276,University of Wollongong,2014
276,Carleton University,2014
276,York University,2014
276,University of Fribourg,2014
276,University of Southern Denmark,2014
276,University College Cork,2014
276,Polytechnic University of Milan,2014
276,University of Bologna,2014
276,University of Milan,2014
